ID,Nombre,Edad,Grado,Fecha de Ingreso,Calificación Matemáticas,Calificación Ciencias,Calificación Historia,Asistencia (%),Email
725,,-1.0,7.0,,,,-5.0,60.0,zstokes@gmail.com
726,,17.0,,,-5.0,-5.0,88.0,69.0,
727,,-1.0,6.0,,55.0,99.0,61.0,90.0,harriscarol@gmail.com
728,,,,2007/01/19,,,62.0,,jesus86@weaver.com
729,Mr. Isaac Lamb DDS,-1.0,6.0,2019-13-25,60.0,79.0,79.0,,stevenreed@sanchez.biz
730,Devin Maynard,,,2005/07/19,-5.0,,,87.0,
731,,17.0,,2012/04/22,72.0,,,,sharon96@hotmail.com
732,,-1.0,5.0,,,,-5.0,,
733,Faith Vega,8.0,5.0,,-5.0,-5.0,52.0,,
734,Rebecca Rodriguez,8.0,6.0,1986/08/25,,56.0,75.0,54.0,daviddavis@hotmail.com
735,Wesley Hanson,13.0,5.0,1983/07/19,-5.0,75.0,69.0,55.0,
736,,18.0,6.0,,-5.0,,-5.0,100.0,xmarshall@novak.com
737,Diamond Wood,,6.0,1986-09-11,,75.0,62.0,85.0,
738,,-1.0,8.0,,,50.0,,54.0,jenna56@yahoo.com
739,,,6.0,2019-13-25,88.0,,-5.0,,
740,,,6.0,1997-02-28,-5.0,59.0,-5.0,86.0,
741,,13.0,8.0,1975-05-26,,-5.0,99.0,79.0,lindsey30@yahoo.com
742,,,8.0,,-5.0,-5.0,-5.0,,wheelerjames@wolfe.net
743,,,6.0,1977/11/04,78.0,-5.0,56.0,68.0,cynthiafoster@cox.net
744,,,6.0,1993/09/14,-5.0,,72.0,69.0,guerrerorobert@hotmail.com
745,Tammy Miller,11.0,6.0,2009/04/12,82.0,79.0,,,brandi35@yahoo.com
746,,,8.0,,,74.0,80.0,50.0,
747,,,8.0,1980-12-04,,75.0,83.0,86.0,
748,Jenna Andersen,15.0,5.0,1994/12/03,-5.0,-5.0,64.0,,roberthampton@gmail.com
749,,18.0,8.0,2004-10-23,72.0,,,61.0,
750,Timothy Torres,18.0,5.0,2019-13-25,-5.0,-5.0,,99.0,
751,,-1.0,8.0,,-5.0,,87.0,,
752,Kendra Craig,-1.0,5.0,,-5.0,55.0,57.0,,julian16@anderson.com
753,,12.0,5.0,1972-09-10,-5.0,59.0,-5.0,60.0,
754,Anthony Johnson,-1.0,7.0,,71.0,-5.0,,,
755,Scott King,-1.0,6.0,2019-13-25,-5.0,-5.0,-5.0,,chrisperry@blackwell-davis.com
756,Erik Henry,-1.0,8.0,2009/02/26,-5.0,-5.0,-5.0,,yvalencia@yahoo.com
757,Laurie Juarez,5.0,8.0,2019-13-25,68.0,73.0,100.0,,
758,Robert Davis,,8.0,1974/02/20,-5.0,56.0,-5.0,81.0,
759,Joshua Ellis,,7.0,2015-03-04,64.0,72.0,96.0,95.0,
760,Susan Schultz,-1.0,6.0,2019-13-25,,,,97.0,rjohnson@yahoo.com
761,,,5.0,2019-13-25,66.0,65.0,,,kayla07@collins-holmes.com
762,,11.0,,2019-13-25,62.0,-5.0,-5.0,93.0,leahwright@yahoo.com
763,Rachel Anderson,-1.0,6.0,1995/06/17,58.0,,,,katie35@baker.com
764,Adam Burke,-1.0,5.0,2019-13-25,73.0,,,,
765,,-1.0,8.0,1980/05/25,50.0,-5.0,,,
766,,-1.0,5.0,,-5.0,-5.0,,55.0,
767,,,7.0,2019-13-25,-5.0,91.0,-5.0,,
768,Peter Harrison,7.0,,2019-13-25,96.0,-5.0,,,pgraham@russell.biz
769,,18.0,7.0,2019-13-25,,-5.0,-5.0,,
770,Jeffrey Mason,-1.0,6.0,,,95.0,-5.0,79.0,
771,,-1.0,7.0,2008-05-21,62.0,-5.0,-5.0,,
772,Logan Saunders,,7.0,2019-13-25,92.0,,67.0,61.0,
773,,,8.0,1974/08/20,96.0,92.0,-5.0,,iwatkins@watts-castro.info
774,Destiny Fisher,-1.0,8.0,2019-13-25,,-5.0,,,
775,,-1.0,7.0,,62.0,-5.0,85.0,,
776,,6.0,7.0,2008/10/27,72.0,89.0,-5.0,79.0,
777,Robert Ware,11.0,7.0,2005-01-04,51.0,,-5.0,,
778,Joshua Byrd,,8.0,2023/12/10,-5.0,-5.0,-5.0,58.0,
779,,-1.0,7.0,1974/05/26,,92.0,-5.0,,alexis28@ayers.com
780,,-1.0,,2019-13-25,-5.0,,-5.0,,jessejimenez@hotmail.com
781,Edward Wright,-1.0,7.0,2011/05/29,-5.0,71.0,99.0,73.0,
782,Nicholas Glass,,6.0,1998-10-25,71.0,,76.0,84.0,jennifer43@yahoo.com
783,Aaron Lewis,6.0,7.0,2014-06-18,,,-5.0,,clarkvalerie@brown-miller.com
784,,17.0,8.0,1992-05-12,96.0,54.0,81.0,,
785,,,,1985-05-10,,91.0,70.0,,guerrajohnathan@richardson.info
786,Dawn Townsend,,6.0,2019-13-25,77.0,73.0,-5.0,,
787,,9.0,,2019-13-25,89.0,,-5.0,,joy11@yahoo.com
788,Rachel Jarvis,5.0,6.0,2019-13-25,,,,84.0,
789,,-1.0,5.0,2019-13-25,70.0,,,,lpowell@hotmail.com
790,Joanna Waller,5.0,7.0,2019-13-25,74.0,,-5.0,89.0,blake92@gmail.com
791,,-1.0,6.0,2019-13-25,,93.0,-5.0,,elizabethsnyder@harrison-crawford.org
792,Deborah Smith,-1.0,7.0,2005/06/22,,-5.0,-5.0,78.0,ruthwatkins@singh.info
793,,18.0,6.0,,50.0,64.0,-5.0,,
794,Robert Campbell,,,2019-13-25,,-5.0,-5.0,69.0,
795,Jenna Miller DDS,17.0,8.0,1989/07/15,-5.0,63.0,-5.0,67.0,alyssa27@hall.com
796,,,5.0,1988/09/07,74.0,-5.0,67.0,65.0,
797,,,5.0,,94.0,52.0,-5.0,,
798,,-1.0,5.0,,67.0,,-5.0,70.0,
799,Kathryn Bennett,,5.0,2019-13-25,,-5.0,54.0,71.0,
800,Michael Chung,16.0,5.0,1976/11/15,,-5.0,,,brian40@yahoo.com
801,Angela Powell,15.0,5.0,2021-07-10,,,89.0,81.0,eweeks@yahoo.com
802,,,8.0,,-5.0,-5.0,82.0,,
803,Donald Watkins,-1.0,,,-5.0,-5.0,50.0,93.0,vmartinez@long.com
804,Mckenzie Davis,18.0,8.0,2019-13-25,73.0,-5.0,66.0,,thompsonjennifer@hotmail.com
805,,-1.0,7.0,,,,,77.0,
806,David Rojas,,5.0,2019-13-25,-5.0,,,83.0,
807,,,6.0,1972-02-11,,,93.0,,
808,,5.0,6.0,2019-13-25,-5.0,92.0,,79.0,
809,,,6.0,,-5.0,-5.0,-5.0,98.0,martinezwilliam@hotmail.com
810,,10.0,7.0,1972/12/28,,,74.0,82.0,
811,Thomas Morrow,8.0,,2019-13-25,67.0,,-5.0,,
812,Dylan Phillips,-1.0,6.0,2019-13-25,-5.0,,,,
813,,,7.0,2015-01-19,-5.0,,,74.0,robert73@henderson-ochoa.com
814,,-1.0,7.0,2011-08-16,-5.0,,,100.0,james31@yahoo.com
815,,-1.0,6.0,1993/01/20,-5.0,-5.0,,,
816,Anna Bowman,-1.0,,1980-10-29,92.0,87.0,65.0,,knightanthony@hotmail.com
817,Karen Page,6.0,6.0,1995-08-25,,,70.0,,allensteven@keller.com
818,,,5.0,2019-13-25,-5.0,,,,michellemorgan@martinez.org
819,,,8.0,2013/11/13,-5.0,-5.0,-5.0,,
820,,5.0,7.0,1999-10-13,-5.0,-5.0,,,
821,,-1.0,6.0,,,58.0,,52.0,tyler50@yahoo.com
822,,,6.0,2019-13-25,84.0,-5.0,,83.0,ostuart@smith-gregory.org
823,Melissa Sims,12.0,7.0,,,-5.0,-5.0,73.0,bryan42@yahoo.com
824,,,5.0,1992/01/17,78.0,,-5.0,,johnsavage@yahoo.com
825,,,6.0,,83.0,-5.0,91.0,,carterjohn@gmail.com
826,David Allen,,,2019-13-25,,-5.0,,,millerdaniel@hotmail.com
827,,5.0,,2021/11/11,76.0,63.0,,,
828,,-1.0,,2021-06-30,,-5.0,,64.0,
829,,8.0,5.0,1996-01-17,,94.0,-5.0,65.0,rbullock@gmail.com
830,,,7.0,,-5.0,67.0,,,heathernielsen@welch-hunter.net
831,Michael Allen,8.0,6.0,1993/06/10,81.0,-5.0,51.0,,
832,,,6.0,1975-08-08,-5.0,97.0,-5.0,,jspencer@gmail.com
833,,-1.0,,1987/11/13,,75.0,-5.0,,
834,Thomas Boyd,14.0,7.0,1972-06-16,-5.0,,91.0,,blackkathryn@gmail.com
835,,,8.0,1995-04-10,-5.0,,,82.0,
836,Erik Burgess,,8.0,,,-5.0,-5.0,64.0,kathleen90@yahoo.com
837,Lauren Hall,8.0,,2019-13-25,67.0,-5.0,56.0,73.0,
838,,-1.0,8.0,1995-03-27,70.0,63.0,,56.0,morajohn@yahoo.com
839,,9.0,8.0,,66.0,93.0,-5.0,66.0,
840,,-1.0,,2002/09/05,91.0,,67.0,,guzmancatherine@johnson.net
841,,-1.0,5.0,,-5.0,,76.0,94.0,eperry@gmail.com
842,Cindy Garcia,-1.0,,2019-13-25,-5.0,,-5.0,67.0,hopkinslisa@martin-valdez.com
843,Christy Chandler,-1.0,6.0,2019-13-25,,,-5.0,53.0,monica37@gmail.com
844,,,,2000-07-14,-5.0,68.0,-5.0,70.0,ronaldmartin@reed.com
845,,,6.0,2019-13-25,,-5.0,,54.0,
846,,,7.0,2019-13-25,80.0,,,79.0,saraphillips@cross.net
847,Joshua Smith,-1.0,5.0,,-5.0,-5.0,,90.0,
848,,,5.0,,92.0,-5.0,75.0,,brandon78@yahoo.com
849,,,8.0,,-5.0,,52.0,62.0,pughmichael@berger.com
850,Jessica Rogers,-1.0,8.0,,97.0,86.0,97.0,55.0,
851,,,8.0,2003/10/13,,77.0,-5.0,,
852,,-1.0,8.0,,-5.0,,,,
853,David Ramirez,16.0,8.0,2019-13-25,,-5.0,77.0,74.0,
854,Daniel Clayton,5.0,6.0,,,,51.0,54.0,clarkbethany@butler.com
855,Grace Blake,5.0,8.0,2019/11/05,,,,,
856,,8.0,8.0,2019-13-25,,-5.0,86.0,,rthomas@hotmail.com
857,,10.0,6.0,2019-13-25,,-5.0,81.0,91.0,
858,Jeffrey Montgomery,-1.0,,,,72.0,92.0,,
859,,14.0,7.0,1974-11-10,92.0,85.0,,74.0,davisdanielle@mayo-shannon.com
860,Pamela Hoffman,-1.0,5.0,2019-13-25,-5.0,56.0,59.0,50.0,robertunderwood@brown.com
861,Erica Edwards,,6.0,,,,,,
862,,6.0,8.0,2017/06/06,90.0,66.0,-5.0,,omiller@davis-randolph.com
863,,-1.0,7.0,2019-13-25,,-5.0,-5.0,73.0,adrienne44@ali.com
864,,,,1982/08/17,-5.0,-5.0,64.0,76.0,
865,Jenny Lewis,,,2012/09/19,55.0,95.0,-5.0,,
866,,,7.0,2019-13-25,-5.0,-5.0,56.0,,thompsonjeffrey@garcia.net
867,Rebekah Simmons DDS,,7.0,1998/02/03,-5.0,,,,
868,Hunter Snyder,-1.0,6.0,1970-09-28,60.0,-5.0,-5.0,79.0,
869,Janice Ward,,8.0,,-5.0,52.0,-5.0,,nicholas04@hotmail.com
870,Nathan Hoffman,-1.0,8.0,2019-13-25,,76.0,76.0,,baileychristina@hotmail.com
871,,8.0,5.0,1991/08/02,61.0,54.0,83.0,,chad97@murphy-lewis.com
872,Daniel Williams,-1.0,8.0,2019-13-25,59.0,93.0,,71.0,
873,Ashley Johnson MD,,5.0,2019-13-25,,-5.0,95.0,,
874,Stephen Olson,,8.0,2019-13-25,86.0,-5.0,,58.0,kimberly46@hotmail.com
875,,,5.0,1980/02/17,68.0,94.0,63.0,70.0,
876,,14.0,5.0,,90.0,65.0,-5.0,,michaelgarza@gmail.com
877,,,,1990-03-31,81.0,69.0,,57.0,robertpatterson@hotmail.com
878,Larry Love,9.0,8.0,2023-09-04,-5.0,-5.0,-5.0,53.0,
879,Danielle West,6.0,8.0,1983/04/23,,-5.0,,,
880,,13.0,5.0,2002/04/20,,60.0,,,jennifer43@yahoo.com
881,,,,1985-08-13,,,-5.0,98.0,
882,Billy Ochoa,10.0,8.0,2019-13-25,,,-5.0,,irodriguez@howard-rios.com
883,Courtney Scott,,5.0,,95.0,,60.0,,
884,Mrs. Molly Mckenzie,-1.0,8.0,2019-13-25,,,88.0,,brittany50@yahoo.com
885,Nicolas Dunn,11.0,,,51.0,94.0,-5.0,,
886,,-1.0,8.0,2023-11-21,82.0,-5.0,,88.0,carlosrice@guzman.com
887,Rebecca Oneal,6.0,6.0,2019-13-25,-5.0,-5.0,-5.0,,
888,,-1.0,7.0,,55.0,69.0,53.0,,martinezsteven@gmail.com
889,,-1.0,7.0,2019-13-25,,86.0,-5.0,68.0,
890,,-1.0,6.0,2019-13-25,-5.0,,90.0,,
891,Tracy Tanner,-1.0,,2019/03/10,-5.0,,,87.0,emmaburns@robinson.com
892,,-1.0,6.0,,-5.0,-5.0,-5.0,,ikelley@steele.com
893,Richard Vaughan,9.0,8.0,1972/05/21,,,99.0,,
894,William Simon,-1.0,7.0,2001-11-23,90.0,83.0,79.0,,
895,Barbara Lambert,-1.0,5.0,1999/05/15,,,,,
896,,-1.0,,1975/10/09,,-5.0,86.0,73.0,gabriela56@hotmail.com
897,Michael Cherry,,8.0,1984/02/04,91.0,,-5.0,,
898,,-1.0,7.0,2005-05-15,-5.0,100.0,-5.0,70.0,
899,Wanda Perez,8.0,8.0,1977-10-01,58.0,58.0,96.0,,
900,Kenneth Johnson,-1.0,6.0,,,,-5.0,73.0,annefuller@hotmail.com
901,,,7.0,2021-08-06,89.0,,59.0,68.0,
902,Kristen Clark,8.0,8.0,2019-13-25,-5.0,66.0,-5.0,,murphyangela@bowman.biz
903,Lisa Burke,13.0,8.0,,98.0,96.0,,79.0,
904,Kurt Chavez,,7.0,2000/07/08,,-5.0,,50.0,laurenjohnson@cunningham.info
905,Christian Reyes,,6.0,2019-13-25,-5.0,67.0,98.0,68.0,wwilson@gmail.com
906,,-1.0,,1979/06/07,62.0,,-5.0,,
907,,-1.0,8.0,1984-10-25,-5.0,-5.0,,,weissronald@hotmail.com
908,Julia Weaver,5.0,7.0,2002/04/27,,,-5.0,,
909,,-1.0,5.0,2019-13-25,69.0,-5.0,-5.0,93.0,
910,,,5.0,2019-13-25,,-5.0,-5.0,,david31@davis-payne.biz
911,Raymond Green,9.0,8.0,1984-02-21,-5.0,,-5.0,54.0,
912,Matthew Davis,12.0,,1971/01/08,-5.0,,64.0,,
913,William Castro,5.0,,2003/02/12,60.0,,-5.0,88.0,
914,Lauren Evans,-1.0,5.0,2019-13-25,-5.0,-5.0,-5.0,,
915,,,8.0,2021-07-04,56.0,-5.0,,,
916,Eric Bennett,,6.0,,,78.0,,58.0,yatesmaria@yahoo.com
917,,-1.0,7.0,,69.0,55.0,-5.0,82.0,thawkins@delacruz-hamilton.com
918,,-1.0,8.0,2008-11-27,73.0,-5.0,-5.0,,laura33@bush.org
919,,-1.0,,2019-13-25,88.0,,,,
920,Sharon Graham,-1.0,8.0,2019-13-25,,,,,
921,Miranda Parker,-1.0,5.0,2004-08-23,74.0,73.0,-5.0,,
922,Charlene Peterson,-1.0,7.0,,-5.0,54.0,,,
923,,17.0,7.0,2019-13-25,85.0,76.0,-5.0,62.0,
924,Tammy Banks,11.0,5.0,2007/07/05,,,-5.0,73.0,
925,,7.0,5.0,,,66.0,,73.0,jodymcknight@armstrong-nguyen.com
926,Brenda Hendricks,,5.0,1973/03/24,-5.0,66.0,,95.0,gonzalezashley@yahoo.com
927,Kristen Jones,17.0,7.0,2005/01/21,63.0,88.0,92.0,,
928,Robert Nixon,,8.0,2021-03-31,-5.0,,-5.0,,
929,,-1.0,7.0,,78.0,-5.0,-5.0,98.0,
930,,-1.0,6.0,2009-03-11,-5.0,-5.0,85.0,75.0,kwood@yahoo.com
931,,,5.0,,-5.0,,-5.0,73.0,
932,Alison Hamilton,,6.0,1989/06/12,-5.0,-5.0,-5.0,57.0,owatts@yahoo.com
933,,,7.0,2004-07-20,83.0,-5.0,,99.0,mcoleman@yahoo.com
934,,18.0,5.0,1990/05/08,-5.0,87.0,-5.0,,mjohnson@morgan-herrera.com
935,Jason Payne,,5.0,2016/04/21,95.0,,,90.0,
936,,8.0,,,-5.0,-5.0,-5.0,79.0,
937,,-1.0,5.0,2019-13-25,-5.0,100.0,99.0,58.0,
938,,-1.0,7.0,,,-5.0,81.0,,eowens@li.com
939,Laura King,,7.0,2019-13-25,98.0,-5.0,-5.0,79.0,
940,Dawn Norris,-1.0,8.0,,58.0,92.0,,95.0,soniabeard@hotmail.com
941,,,5.0,2019-13-25,-5.0,63.0,69.0,66.0,taylor79@gmail.com
942,Nancy Maxwell,6.0,,2019-13-25,62.0,71.0,-5.0,,
943,,,5.0,,,82.0,,,
944,Brandon Richardson,15.0,8.0,1980/12/25,,86.0,,,
945,,10.0,8.0,1987/08/15,-5.0,,-5.0,,whanson@gonzalez.com
946,,13.0,7.0,,84.0,,,,wongdavid@gomez.com
947,,,7.0,,62.0,,59.0,,
948,,-1.0,,2022/03/31,,80.0,88.0,,maddendawn@patel-burnett.com
949,,-1.0,,,-5.0,-5.0,,88.0,
950,,-1.0,6.0,,93.0,-5.0,76.0,51.0,
951,,-1.0,5.0,1970-08-01,-5.0,67.0,92.0,,
952,,-1.0,5.0,2016/07/03,-5.0,71.0,66.0,,
953,Sue Williams,11.0,7.0,2017/03/14,-5.0,-5.0,51.0,85.0,john49@yahoo.com
954,,-1.0,8.0,,-5.0,,84.0,60.0,
955,,-1.0,,2019-13-25,-5.0,,70.0,,
956,Kristina Sanchez,10.0,,2019-13-25,69.0,75.0,-5.0,,mchan@gmail.com
957,,-1.0,6.0,1976/07/09,-5.0,-5.0,-5.0,82.0,michelle90@hotmail.com
958,,-1.0,5.0,,76.0,83.0,,64.0,
959,,16.0,,2019-13-25,-5.0,,-5.0,,robert43@berry-rodriguez.net
960,,18.0,5.0,2008/12/07,,,73.0,,
961,Kathleen Duffy,-1.0,,2019-13-25,,-5.0,-5.0,,ellen05@lewis-walker.org
962,,,5.0,2019-13-25,74.0,70.0,-5.0,,
963,Natalie Shaw,15.0,,,75.0,74.0,-5.0,,charlesjohnson@johnson.info
964,Katie Mcclain,14.0,6.0,2019-13-25,-5.0,77.0,,56.0,kristin26@rose.com
965,,5.0,7.0,1988/01/06,57.0,,,,nathanvasquez@washington-peck.com
966,,12.0,8.0,2017/11/22,78.0,65.0,60.0,72.0,halljulie@gmail.com
967,Michelle Wyatt,18.0,6.0,2021/12/24,-5.0,80.0,70.0,,shannon89@flores.net
968,,9.0,5.0,1976-06-05,,,63.0,,
969,Richard Thompson,-1.0,,1974-07-18,,,,,pagetroy@thompson.com
970,Bryan Tran,,,2002-10-08,54.0,-5.0,,86.0,
971,Barbara Hill,-1.0,7.0,2019/10/11,-5.0,,,,johnsonamanda@gmail.com
972,,-1.0,5.0,,,,,,wardcatherine@norris-walker.com
973,,,8.0,2019-13-25,,,,78.0,
974,Gerald Davis,18.0,,1989-04-22,-5.0,-5.0,,,
975,,,5.0,1975-05-28,76.0,-5.0,57.0,,cookmorgan@yahoo.com
976,Douglas Smith,-1.0,7.0,,-5.0,,85.0,,
977,,,8.0,1972-10-15,-5.0,-5.0,67.0,,
978,,-1.0,,2002-11-10,75.0,-5.0,64.0,,joseph01@gmail.com
979,Claudia Bailey,7.0,7.0,2019-13-25,,,,,sandovaldominique@martinez.com
980,Elizabeth Nichols,16.0,7.0,1989-01-08,-5.0,65.0,,,sjoseph@parker.com
981,Sandra Terry,16.0,7.0,,-5.0,94.0,60.0,56.0,brittany86@yahoo.com
982,,-1.0,6.0,1989/08/27,,84.0,,84.0,
983,Samuel Thomas,11.0,7.0,1976/12/07,,80.0,,,patrickpowell@hernandez.biz
984,Mark Carpenter,14.0,6.0,,-5.0,-5.0,,,
985,,,6.0,2019-13-25,,-5.0,,,xtorres@yahoo.com
986,,16.0,6.0,2019-13-25,,85.0,-5.0,,sonya62@yahoo.com
987,Michele Smith,-1.0,,,-5.0,,88.0,82.0,christopher94@hotmail.com
988,Ann Patel,-1.0,8.0,1999-07-04,,-5.0,98.0,,donnaadams@hotmail.com
989,,11.0,8.0,2019-13-25,-5.0,,-5.0,,
990,Stacey Jones,-1.0,8.0,2007/06/03,-5.0,-5.0,,88.0,
991,Alisha Compton,,7.0,2019-13-25,56.0,81.0,-5.0,85.0,
992,Nicholas Bailey,-1.0,7.0,2019-13-25,96.0,,,,
993,Johnny Velasquez,,7.0,2017-08-22,,-5.0,-5.0,,
994,Alan Taylor,-1.0,,,-5.0,-5.0,89.0,62.0,brettkeith@hotmail.com
995,,,,2019-13-25,84.0,,67.0,,thorton@salazar.biz
996,Michelle Archer,10.0,,2015/05/02,-5.0,53.0,-5.0,60.0,ngeorge@garcia-chung.com
997,Jenna Lloyd,17.0,7.0,,,88.0,56.0,90.0,jennifer39@lee.com
998,,-1.0,7.0,1982/03/31,-5.0,68.0,54.0,,
999,,13.0,5.0,1980-01-12,,51.0,97.0,,
1000,Rachel Williams,6.0,8.0,,-5.0,-5.0,,,keith71@beck.biz
