ID,Nombre,Edad,Grado,Fecha de Ingreso,Calificación Matemáticas,Calificación Ciencias,Calificación Historia,Asistencia (%),Email
576,Benjamin Lee,11.0,7.0,2024-09-19,0.0,0.0,0.0,98.0,mooresusan@gmail.com
577,James Reilly,5.0,6.0,2024-09-19,0.0,77.0,0.0,0.0,
578,Abigail Johnson,17.0,6.0,2024-09-19,0.0,0.0,0.0,77.0,laurenhuff@gmail.com
579,Courtney Flores,5.0,0.0,2024-09-19,92.0,62.0,0.0,73.0,hyang@yahoo.com
580,Derek Nolan,11.0,0.0,2024-09-19,0.0,0.0,0.0,0.0,jasminbullock@hotmail.com
581,Christopher Anderson,11.0,7.0,2024-09-19,0.0,80.0,0.0,81.0,amandacaldwell@hotmail.com
582,Shelby Blake,11.0,7.0,2024-09-19,55.0,0.0,96.0,68.0,
583,Julia Terrell,11.0,8.0,2024-09-19,84.0,0.0,0.0,59.0,
584,Emily Richardson,11.0,6.0,2024-09-19,69.0,0.0,57.0,0.0,
585,Xavier Carroll,11.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,
586,Carlos Kelly,11.0,5.0,2024-09-19,0.0,90.0,0.0,79.0,
587,James Arias,11.0,0.0,2024-09-19,74.0,0.0,0.0,0.0,taylordanielle@whitaker.com
588,Kimberly Myers,6.0,8.0,2005-01-04,0.0,0.0,0.0,0.0,
589,John Lang,17.0,5.0,2013-02-06,0.0,69.0,0.0,65.0,
590,Kim Carter,11.0,7.0,2021-12-12,0.0,0.0,85.0,65.0,villarreallisa@carter-arnold.com
591,Ryan Wagner,11.0,0.0,2024-09-19,0.0,75.0,0.0,51.0,
592,Debra Singh,17.0,8.0,2024-09-19,0.0,57.0,92.0,0.0,nathangamble@yahoo.com
593,Dylan Johnson,12.0,8.0,2024-09-19,92.0,0.0,0.0,0.0,grose@stevens-thornton.com
594,Laura Powers,6.0,5.0,2024-09-19,93.0,0.0,0.0,99.0,bauerdavid@hotmail.com
595,John Boyd,11.0,8.0,2024-09-19,0.0,97.0,0.0,0.0,
596,Taylor Gross,11.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,lisaharrison@yahoo.com
597,George Cooper,11.0,6.0,2024-09-19,55.0,60.0,78.0,0.0,amandamurphy@yahoo.com
598,Dr. Joseph Perez,11.0,5.0,2024-09-19,85.0,0.0,0.0,0.0,vstone@hernandez-riley.com
599,Tyler Freeman,9.0,7.0,2024-09-19,79.0,0.0,0.0,56.0,lorihorne@george.com
600,Tyler Allen,11.0,6.0,2024-09-19,88.0,0.0,0.0,61.0,
601,Megan Mullins,11.0,6.0,2024-09-19,63.0,0.0,58.0,0.0,
602,Anthony Reed,11.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,
603,Dr. Robert Warren,15.0,6.0,2024-09-19,0.0,60.0,0.0,0.0,
604,Dawn Grant,13.0,5.0,2024-09-19,0.0,0.0,57.0,95.0,karafarley@lopez.com
605,Brian Doyle,6.0,0.0,1996-11-12,0.0,0.0,0.0,53.0,
606,Antonio Jackson,11.0,6.0,2024-09-19,0.0,72.0,0.0,68.0,middletonandrew@robinson-meza.biz
607,Traci Lopez,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,hudsonmary@bell.info
608,Donald Mills,16.0,7.0,2024-09-19,0.0,80.0,0.0,0.0,garrettjessica@yahoo.com
609,Jack Hernandez,18.0,0.0,2024-09-19,67.0,74.0,67.0,0.0,smoore@wong.com
610,Michael Mitchell,11.0,6.0,2024-09-19,0.0,0.0,79.0,55.0,bakerjennifer@davis.com
611,Thomas Stewart,11.0,0.0,2024-09-19,70.0,0.0,0.0,58.0,
612,Michael Hensley,16.0,0.0,2024-09-19,0.0,81.0,75.0,75.0,
613,Chelsea Bailey,11.0,8.0,2024-09-19,58.0,67.0,0.0,72.0,
614,Sheila Robles,10.0,5.0,2017-02-07,0.0,89.0,0.0,89.0,
615,Gregory Snyder,11.0,7.0,2019-10-05,0.0,71.0,0.0,89.0,
616,Kyle Bradley,11.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,
617,Elizabeth Wolf,16.0,0.0,2024-09-19,85.0,69.0,0.0,0.0,
618,Christina Greene,11.0,6.0,2024-09-19,0.0,73.0,0.0,76.0,rangeljose@oconnor-whitaker.biz
619,Teresa Perez,11.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,xadams@smith.com
620,Shelia Mccormick,11.0,7.0,1972-06-02,79.0,76.0,0.0,88.0,jason92@roy.info
621,Miguel Evans,11.0,0.0,2016-10-04,0.0,0.0,0.0,87.0,
622,Joshua Hampton,9.0,6.0,2024-09-19,0.0,64.0,0.0,98.0,
623,Robert Wilson,12.0,0.0,2024-09-19,0.0,0.0,0.0,0.0,
624,Sean Lucas,7.0,6.0,2024-09-19,72.0,0.0,78.0,0.0,
625,Jennifer Goodman,11.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,
626,Jessica Smith,7.0,0.0,2024-09-19,0.0,0.0,0.0,0.0,cnelson@hotmail.com
627,Jennifer Moran,11.0,5.0,2024-09-19,69.0,61.0,0.0,0.0,vromero@hotmail.com
628,Heather Stout,11.0,0.0,2024-09-19,0.0,0.0,97.0,77.0,
629,Anthony Chavez,11.0,6.0,2024-09-19,0.0,0.0,78.0,99.0,
630,Stacey Hickman,11.0,5.0,2024-09-19,0.0,0.0,0.0,54.0,james21@powell.biz
631,Carla Beck,16.0,7.0,2024-09-19,76.0,0.0,58.0,0.0,rosstracey@davis.com
632,Angela Ward,11.0,7.0,2024-09-19,0.0,0.0,92.0,100.0,uwade@flores-thomas.com
633,William Holmes,11.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,jeremywilson@yahoo.com
634,Richard Kennedy,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,
635,Mark Pittman,10.0,7.0,2024-09-19,0.0,0.0,0.0,74.0,
636,Jennifer Terry,11.0,5.0,2024-09-19,0.0,53.0,0.0,0.0,
637,Jason Thomas,11.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,todd51@bishop.com
638,Andrea Johnson,6.0,0.0,2024-09-19,55.0,0.0,0.0,62.0,chad77@gmail.com
639,Xavier Watts,11.0,7.0,2024-09-19,100.0,0.0,69.0,61.0,
640,George Williams,8.0,6.0,2024-09-19,80.0,83.0,0.0,0.0,yolanda12@gmail.com
641,Juan Paul,11.0,8.0,1998-11-08,0.0,0.0,52.0,80.0,
642,Victoria Ramsey,12.0,5.0,2024-09-19,74.0,0.0,0.0,57.0,
643,Christopher Lopez,11.0,5.0,2024-09-19,0.0,96.0,0.0,80.0,
644,Matthew Pope,11.0,5.0,2024-09-19,0.0,90.0,95.0,90.0,randall02@williams.org
645,Kelly Cohen,14.0,5.0,2024-09-19,0.0,88.0,0.0,84.0,megan97@hotmail.com
646,Nathan Greene,11.0,8.0,2024-09-19,0.0,73.0,0.0,58.0,ihutchinson@howard-moreno.com
647,Ann Hanson,11.0,5.0,2024-09-19,99.0,0.0,0.0,0.0,richardssandra@gmail.com
648,Jesse Smith,14.0,7.0,2024-09-19,0.0,0.0,80.0,100.0,
649,Adam Atkins,11.0,6.0,2024-09-19,0.0,0.0,77.0,60.0,jamie54@johnson.com
650,William Green,11.0,0.0,2024-09-19,0.0,0.0,0.0,71.0,mirandavazquez@farley.info
651,Jose Brown,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,nicholevargas@duran.biz
652,Lisa Blackwell,12.0,0.0,2024-09-19,0.0,0.0,77.0,62.0,
653,Matthew Ramos,9.0,8.0,2024-09-19,58.0,0.0,0.0,52.0,
654,Lance Small,11.0,5.0,2024-09-19,62.0,0.0,92.0,0.0,
655,Dr. Michael Ellis,11.0,7.0,2024-09-19,69.0,0.0,0.0,0.0,
656,Melissa Smith,14.0,8.0,2024-09-19,0.0,0.0,85.0,0.0,
657,Raymond Villanueva,11.0,0.0,2024-09-19,81.0,0.0,0.0,63.0,pknight@logan.com
658,Matthew Carlson,11.0,0.0,2024-09-19,0.0,70.0,0.0,0.0,
659,Robert Morales,18.0,5.0,2024-09-19,0.0,94.0,0.0,99.0,
660,Alexander Hinton,11.0,7.0,2024-09-19,68.0,0.0,0.0,0.0,
661,Kristen Crosby,11.0,7.0,2024-09-19,0.0,73.0,68.0,0.0,
662,Whitney Sharp,7.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,ryan89@yahoo.com
663,Amanda Lyons,11.0,6.0,2024-09-19,0.0,0.0,0.0,51.0,
664,Brian Swanson,16.0,5.0,1986-09-03,90.0,0.0,0.0,69.0,
665,Christine Graham,18.0,5.0,2024-09-19,0.0,0.0,0.0,74.0,
666,Elizabeth Austin,11.0,8.0,2024-09-19,100.0,0.0,0.0,67.0,
667,William Adams,11.0,5.0,2024-09-19,0.0,0.0,75.0,68.0,
668,Michelle Simpson,6.0,6.0,2024-09-19,54.0,74.0,78.0,0.0,michele90@hotmail.com
669,Pam Jackson,8.0,0.0,2024-09-19,0.0,0.0,0.0,0.0,
670,Edwin Mills,11.0,8.0,2024-09-19,0.0,67.0,0.0,98.0,mcummings@hotmail.com
671,Cameron Gaines,11.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,
672,Nicholas Miller,11.0,7.0,2024-09-19,57.0,0.0,0.0,71.0,
673,Frank Wilson,11.0,8.0,2024-09-19,0.0,0.0,0.0,70.0,
674,Mark Collins,11.0,8.0,2024-09-19,0.0,67.0,0.0,96.0,
675,Rebecca Brown,11.0,0.0,2024-09-19,0.0,0.0,0.0,0.0,qbriggs@smith.com
676,Francisco Mayo,12.0,6.0,2024-09-19,0.0,0.0,70.0,57.0,
677,Adam Hubbard,11.0,0.0,2024-09-19,66.0,0.0,72.0,0.0,sarathompson@cole.com
678,Thomas Carr,11.0,6.0,2014-09-01,0.0,0.0,89.0,100.0,
679,Katie White,11.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,
680,Brandon Fleming,11.0,5.0,2024-09-19,0.0,89.0,0.0,0.0,amandajacobs@holloway.com
681,Andrew White MD,11.0,7.0,2024-09-19,0.0,0.0,0.0,92.0,
682,Anthony Novak,11.0,5.0,2024-09-19,68.0,0.0,0.0,0.0,
683,Stephanie Stout,5.0,5.0,2024-09-19,0.0,0.0,0.0,61.0,
684,Stacy Mclaughlin,11.0,5.0,2024-09-19,90.0,0.0,0.0,0.0,bskinner@herring.com
685,Bryan Taylor,11.0,6.0,2024-09-19,0.0,0.0,91.0,0.0,nicholas32@gmail.com
686,Kristine Sweeney DVM,11.0,8.0,1983-05-10,0.0,0.0,0.0,90.0,matthew33@baker.info
687,Melissa Munoz,11.0,8.0,2024-09-19,57.0,0.0,60.0,70.0,josephfisher@stone.net
688,Shannon Garcia,11.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,
689,Daniel Brown,11.0,6.0,2024-09-19,0.0,0.0,0.0,74.0,jonescaroline@alvarado.org
690,Brandy Goodwin,11.0,5.0,2024-09-19,0.0,82.0,0.0,71.0,glasslindsay@gmail.com
691,Denise Estrada,11.0,6.0,2014-06-01,0.0,0.0,0.0,55.0,adkinsanna@herman.com
692,Matthew Johnson,11.0,7.0,2024-09-19,52.0,0.0,0.0,0.0,
693,Linda Stewart,11.0,7.0,2024-09-19,0.0,0.0,85.0,62.0,okelly@gmail.com
694,Carrie Taylor,14.0,0.0,2024-09-19,0.0,0.0,0.0,90.0,
695,Robert Compton,11.0,7.0,2024-09-19,54.0,77.0,0.0,0.0,
696,John Erickson,13.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,
697,Jeffrey Rasmussen,18.0,6.0,2024-09-19,0.0,0.0,82.0,0.0,gina52@yahoo.com
698,Jessica Oliver,15.0,0.0,2024-09-19,0.0,0.0,0.0,97.0,john51@soto-castro.net
699,Maria Meyer,11.0,8.0,2024-09-19,0.0,0.0,67.0,0.0,fmathis@jackson.com
700,Ashley Stafford,11.0,5.0,2024-09-19,0.0,0.0,0.0,93.0,parksjames@phillips-porter.net
701,Renee Chen,11.0,8.0,2024-09-19,0.0,0.0,0.0,59.0,
702,Marc Briggs,6.0,6.0,2024-09-19,0.0,0.0,0.0,50.0,jonathonclark@hotmail.com
703,Brandon Alexander,18.0,7.0,2024-09-19,0.0,54.0,71.0,97.0,brandon30@hotmail.com
704,Ryan Gould,13.0,7.0,2024-09-19,61.0,0.0,0.0,0.0,
705,Erik Anderson,5.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,latashabrown@hotmail.com
706,Michael Winters,11.0,5.0,2019-09-09,0.0,0.0,77.0,0.0,ibanks@robinson-harris.com
707,Amanda Lewis,13.0,6.0,2024-09-19,0.0,0.0,94.0,82.0,timothy75@yahoo.com
708,Robert Austin,11.0,7.0,2024-09-19,70.0,0.0,0.0,0.0,
709,Tiffany Miller,12.0,6.0,2024-09-19,0.0,0.0,50.0,66.0,
710,Samantha Hamilton,11.0,7.0,2024-09-19,0.0,72.0,0.0,97.0,hmarshall@hotmail.com
711,Matthew Scott,11.0,0.0,2024-09-19,0.0,0.0,0.0,78.0,tfrench@mathis-spencer.com
712,Christopher Davenport,11.0,7.0,2024-09-19,0.0,0.0,0.0,87.0,
713,Kimberly Carney,11.0,8.0,2024-09-19,0.0,85.0,64.0,0.0,
714,Adam Walker,11.0,0.0,2024-09-19,0.0,79.0,0.0,0.0,kennethmoreno@love-reeves.org
715,Roy Bailey,11.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,
716,Lori Allen,11.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,
717,Kelly Woodard,11.0,5.0,2024-09-19,73.0,89.0,0.0,0.0,
718,Joshua Gomez,11.0,7.0,2024-09-19,83.0,0.0,0.0,0.0,
719,Jennifer Diaz,11.0,5.0,2024-09-19,87.0,0.0,54.0,0.0,
720,Nicholas Tran,11.0,7.0,2024-09-19,0.0,99.0,0.0,0.0,lhowell@carey-whitney.net
721,Kelly Morton,11.0,0.0,2024-09-19,0.0,86.0,58.0,0.0,
722,Samuel Andrews,17.0,0.0,2024-09-19,0.0,85.0,0.0,95.0,chandlersherry@yahoo.com
723,Steve Freeman,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,johnsoncarrie@gmail.com
724,Wesley Mclean,11.0,8.0,2024-09-19,53.0,60.0,0.0,0.0,
725,Nicole Mccarty,11.0,7.0,2024-09-19,0.0,0.0,0.0,60.0,zstokes@gmail.com
726,Jennifer Morrison,17.0,0.0,2024-09-19,0.0,0.0,88.0,69.0,
727,Tracey Camacho,11.0,6.0,2024-09-19,55.0,99.0,61.0,90.0,harriscarol@gmail.com
728,Judith Anderson,11.0,0.0,2024-09-19,0.0,0.0,62.0,0.0,jesus86@weaver.com
729,Mr. Isaac Lamb DDS,11.0,6.0,2024-09-19,60.0,79.0,79.0,0.0,stevenreed@sanchez.biz
730,Devin Maynard,11.0,0.0,2024-09-19,0.0,0.0,0.0,87.0,
731,Jessica Allen,17.0,0.0,2024-09-19,72.0,0.0,0.0,0.0,sharon96@hotmail.com
732,Jay Cruz,11.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,
733,Faith Vega,8.0,5.0,2024-09-19,0.0,0.0,52.0,0.0,
734,Rebecca Rodriguez,8.0,6.0,2024-09-19,0.0,56.0,75.0,54.0,daviddavis@hotmail.com
735,Wesley Hanson,13.0,5.0,2024-09-19,0.0,75.0,69.0,55.0,
736,Alan Arellano,18.0,6.0,2024-09-19,0.0,0.0,0.0,100.0,xmarshall@novak.com
737,Diamond Wood,11.0,6.0,2024-09-19,0.0,75.0,62.0,85.0,
738,Jon Powell,11.0,8.0,2024-09-19,0.0,50.0,0.0,54.0,jenna56@yahoo.com
739,Joseph Baker,11.0,6.0,2024-09-19,88.0,0.0,0.0,0.0,
740,James Miller,11.0,6.0,2024-09-19,0.0,59.0,0.0,86.0,
741,Jonathan Price,13.0,8.0,2024-09-19,0.0,0.0,99.0,79.0,lindsey30@yahoo.com
742,Erin Hunter,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,wheelerjames@wolfe.net
743,Stephanie Mills,11.0,6.0,1977-04-11,78.0,0.0,56.0,68.0,cynthiafoster@cox.net
744,Katherine Berg,11.0,6.0,2024-09-19,0.0,0.0,72.0,69.0,guerrerorobert@hotmail.com
745,Tammy Miller,11.0,6.0,2009-12-04,82.0,79.0,0.0,0.0,brandi35@yahoo.com
746,Marcus Fernandez,11.0,8.0,2024-09-19,0.0,74.0,80.0,50.0,
747,Katrina Howard PhD,11.0,8.0,2024-09-19,0.0,75.0,83.0,86.0,
748,Jenna Andersen,15.0,5.0,1994-03-12,0.0,0.0,64.0,0.0,roberthampton@gmail.com
749,Taylor Martinez,18.0,8.0,2024-09-19,72.0,0.0,0.0,61.0,
750,Timothy Torres,18.0,5.0,2024-09-19,0.0,0.0,0.0,99.0,
751,Amanda Chen,11.0,8.0,2024-09-19,0.0,0.0,87.0,0.0,
752,Kendra Craig,11.0,5.0,2024-09-19,0.0,55.0,57.0,0.0,julian16@anderson.com
753,Katherine Park DDS,12.0,5.0,2024-09-19,0.0,59.0,0.0,60.0,
754,Anthony Johnson,11.0,7.0,2024-09-19,71.0,0.0,0.0,0.0,
755,Scott King,11.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,chrisperry@blackwell-davis.com
756,Erik Henry,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,yvalencia@yahoo.com
757,Laurie Juarez,5.0,8.0,2024-09-19,68.0,73.0,100.0,0.0,
758,Robert Davis,11.0,8.0,2024-09-19,0.0,56.0,0.0,81.0,
759,Joshua Ellis,11.0,7.0,2024-09-19,64.0,72.0,96.0,95.0,
760,Susan Schultz,11.0,6.0,2024-09-19,0.0,0.0,0.0,97.0,rjohnson@yahoo.com
761,Adam Reynolds,11.0,5.0,2024-09-19,66.0,65.0,0.0,0.0,kayla07@collins-holmes.com
762,Randall Frey,11.0,0.0,2024-09-19,62.0,0.0,0.0,93.0,leahwright@yahoo.com
763,Rachel Anderson,11.0,6.0,2024-09-19,58.0,0.0,0.0,0.0,katie35@baker.com
764,Adam Burke,11.0,5.0,2024-09-19,73.0,0.0,0.0,0.0,
765,Jennifer Hebert,11.0,8.0,2024-09-19,50.0,0.0,0.0,0.0,
766,Stephanie Chavez,11.0,5.0,2024-09-19,0.0,0.0,0.0,55.0,
767,Joseph Paul,11.0,7.0,2024-09-19,0.0,91.0,0.0,0.0,
768,Peter Harrison,7.0,0.0,2024-09-19,96.0,0.0,0.0,0.0,pgraham@russell.biz
769,Francisco Page,18.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,
770,Jeffrey Mason,11.0,6.0,2024-09-19,0.0,95.0,0.0,79.0,
771,Stacey Ramirez,11.0,7.0,2024-09-19,62.0,0.0,0.0,0.0,
772,Logan Saunders,11.0,7.0,2024-09-19,92.0,0.0,67.0,61.0,
773,Phillip Shah,11.0,8.0,2024-09-19,96.0,92.0,0.0,0.0,iwatkins@watts-castro.info
774,Destiny Fisher,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,
775,Mario Castaneda,11.0,7.0,2024-09-19,62.0,0.0,85.0,0.0,
776,Kimberly Logan,6.0,7.0,2024-09-19,72.0,89.0,0.0,79.0,
777,Robert Ware,11.0,7.0,2024-09-19,51.0,0.0,0.0,0.0,
778,Joshua Byrd,11.0,8.0,2023-10-12,0.0,0.0,0.0,58.0,
779,Christopher Stevenson,11.0,7.0,2024-09-19,0.0,92.0,0.0,0.0,alexis28@ayers.com
780,Michael Spencer,11.0,0.0,2024-09-19,0.0,0.0,0.0,0.0,jessejimenez@hotmail.com
781,Edward Wright,11.0,7.0,2024-09-19,0.0,71.0,99.0,73.0,
782,Nicholas Glass,11.0,6.0,2024-09-19,71.0,0.0,76.0,84.0,jennifer43@yahoo.com
783,Aaron Lewis,6.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,clarkvalerie@brown-miller.com
784,Mackenzie Thornton,17.0,8.0,2024-09-19,96.0,54.0,81.0,0.0,
785,Elizabeth Mitchell,11.0,0.0,2024-09-19,0.0,91.0,70.0,0.0,guerrajohnathan@richardson.info
786,Dawn Townsend,11.0,6.0,2024-09-19,77.0,73.0,0.0,0.0,
787,Dominique Ayala MD,9.0,0.0,2024-09-19,89.0,0.0,0.0,0.0,joy11@yahoo.com
788,Rachel Jarvis,5.0,6.0,2024-09-19,0.0,0.0,0.0,84.0,
789,Steven Stewart,11.0,5.0,2024-09-19,70.0,0.0,0.0,0.0,lpowell@hotmail.com
790,Joanna Waller,5.0,7.0,2024-09-19,74.0,0.0,0.0,89.0,blake92@gmail.com
791,Nicole Compton,11.0,6.0,2024-09-19,0.0,93.0,0.0,0.0,elizabethsnyder@harrison-crawford.org
792,Deborah Smith,11.0,7.0,2024-09-19,0.0,0.0,0.0,78.0,ruthwatkins@singh.info
793,Molly Gutierrez MD,18.0,6.0,2024-09-19,50.0,64.0,0.0,0.0,
794,Robert Campbell,11.0,0.0,2024-09-19,0.0,0.0,0.0,69.0,
795,Jenna Miller DDS,17.0,8.0,2024-09-19,0.0,63.0,0.0,67.0,alyssa27@hall.com
796,Matthew Rogers,11.0,5.0,1988-07-09,74.0,0.0,67.0,65.0,
797,Alexander Hernandez,11.0,5.0,2024-09-19,94.0,52.0,0.0,0.0,
798,Shelby Solis,11.0,5.0,2024-09-19,67.0,0.0,0.0,70.0,
799,Kathryn Bennett,11.0,5.0,2024-09-19,0.0,0.0,54.0,71.0,
800,Michael Chung,16.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,brian40@yahoo.com
801,Angela Powell,15.0,5.0,2024-09-19,0.0,0.0,89.0,81.0,eweeks@yahoo.com
802,David Palmer,11.0,8.0,2024-09-19,0.0,0.0,82.0,0.0,
803,Donald Watkins,11.0,0.0,2024-09-19,0.0,0.0,50.0,93.0,vmartinez@long.com
804,Mckenzie Davis,18.0,8.0,2024-09-19,73.0,0.0,66.0,0.0,thompsonjennifer@hotmail.com
805,Patricia Harrison,11.0,7.0,2024-09-19,0.0,0.0,0.0,77.0,
806,David Rojas,11.0,5.0,2024-09-19,0.0,0.0,0.0,83.0,
807,Mark Wood,11.0,6.0,2024-09-19,0.0,0.0,93.0,0.0,
808,Richard Carpenter,5.0,6.0,2024-09-19,0.0,92.0,0.0,79.0,
809,Thomas Jackson,11.0,6.0,2024-09-19,0.0,0.0,0.0,98.0,martinezwilliam@hotmail.com
810,Melinda Watkins,10.0,7.0,2024-09-19,0.0,0.0,74.0,82.0,
811,Thomas Morrow,8.0,0.0,2024-09-19,67.0,0.0,0.0,0.0,
812,Dylan Phillips,11.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,
813,David Harris,11.0,7.0,2024-09-19,0.0,0.0,0.0,74.0,robert73@henderson-ochoa.com
814,Jason Ware,11.0,7.0,2024-09-19,0.0,0.0,0.0,100.0,james31@yahoo.com
815,Paul Coffey,11.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,
816,Anna Bowman,11.0,0.0,2024-09-19,92.0,87.0,65.0,0.0,knightanthony@hotmail.com
817,Karen Page,6.0,6.0,2024-09-19,0.0,0.0,70.0,0.0,allensteven@keller.com
818,Nicole Benitez,11.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,michellemorgan@martinez.org
819,William Garcia,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,
820,Bianca Cooper,5.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,
821,Mary Barajas,11.0,6.0,2024-09-19,0.0,58.0,0.0,52.0,tyler50@yahoo.com
822,Michael Vance,11.0,6.0,2024-09-19,84.0,0.0,0.0,83.0,ostuart@smith-gregory.org
823,Melissa Sims,12.0,7.0,2024-09-19,0.0,0.0,0.0,73.0,bryan42@yahoo.com
824,Stacy Gonzales,11.0,5.0,2024-09-19,78.0,0.0,0.0,0.0,johnsavage@yahoo.com
825,Stephen Riley,11.0,6.0,2024-09-19,83.0,0.0,91.0,0.0,carterjohn@gmail.com
826,David Allen,11.0,0.0,2024-09-19,0.0,0.0,0.0,0.0,millerdaniel@hotmail.com
827,Kathy West,5.0,0.0,2021-11-11,76.0,63.0,0.0,0.0,
828,Linda Douglas,11.0,0.0,2024-09-19,0.0,0.0,0.0,64.0,
829,Sandra White,8.0,5.0,2024-09-19,0.0,94.0,0.0,65.0,rbullock@gmail.com
830,Duane Walls,11.0,7.0,2024-09-19,0.0,67.0,0.0,0.0,heathernielsen@welch-hunter.net
831,Michael Allen,8.0,6.0,1993-10-06,81.0,0.0,51.0,0.0,
832,George Robinson,11.0,6.0,2024-09-19,0.0,97.0,0.0,0.0,jspencer@gmail.com
833,Suzanne Taylor,11.0,0.0,2024-09-19,0.0,75.0,0.0,0.0,
834,Thomas Boyd,14.0,7.0,2024-09-19,0.0,0.0,91.0,0.0,blackkathryn@gmail.com
835,Whitney Myers,11.0,8.0,2024-09-19,0.0,0.0,0.0,82.0,
836,Erik Burgess,11.0,8.0,2024-09-19,0.0,0.0,0.0,64.0,kathleen90@yahoo.com
837,Lauren Hall,8.0,0.0,2024-09-19,67.0,0.0,56.0,73.0,
838,Catherine Fitzgerald,11.0,8.0,2024-09-19,70.0,63.0,0.0,56.0,morajohn@yahoo.com
839,David Stone,9.0,8.0,2024-09-19,66.0,93.0,0.0,66.0,
840,Scott Cook,11.0,0.0,2002-05-09,91.0,0.0,67.0,0.0,guzmancatherine@johnson.net
841,Christian Saunders,11.0,5.0,2024-09-19,0.0,0.0,76.0,94.0,eperry@gmail.com
842,Cindy Garcia,11.0,0.0,2024-09-19,0.0,0.0,0.0,67.0,hopkinslisa@martin-valdez.com
843,Christy Chandler,11.0,6.0,2024-09-19,0.0,0.0,0.0,53.0,monica37@gmail.com
844,Joanne Prince,11.0,0.0,2024-09-19,0.0,68.0,0.0,70.0,ronaldmartin@reed.com
845,Albert Ellis,11.0,6.0,2024-09-19,0.0,0.0,0.0,54.0,
846,Kevin Lowe,11.0,7.0,2024-09-19,80.0,0.0,0.0,79.0,saraphillips@cross.net
847,Joshua Smith,11.0,5.0,2024-09-19,0.0,0.0,0.0,90.0,
848,Maxwell Rubio,11.0,5.0,2024-09-19,92.0,0.0,75.0,0.0,brandon78@yahoo.com
849,Bryan Hess,11.0,8.0,2024-09-19,0.0,0.0,52.0,62.0,pughmichael@berger.com
850,Jessica Rogers,11.0,8.0,2024-09-19,97.0,86.0,97.0,55.0,
851,Kendra Norton,11.0,8.0,2024-09-19,0.0,77.0,0.0,0.0,
852,Faith Hampton,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,
853,David Ramirez,16.0,8.0,2024-09-19,0.0,0.0,77.0,74.0,
854,Daniel Clayton,5.0,6.0,2024-09-19,0.0,0.0,51.0,54.0,clarkbethany@butler.com
855,Grace Blake,5.0,8.0,2019-05-11,0.0,0.0,0.0,0.0,
856,Mitchell Burton,8.0,8.0,2024-09-19,0.0,0.0,86.0,0.0,rthomas@hotmail.com
857,Lauren Moon,10.0,6.0,2024-09-19,0.0,0.0,81.0,91.0,
858,Jeffrey Montgomery,11.0,0.0,2024-09-19,0.0,72.0,92.0,0.0,
859,Cody Ballard,14.0,7.0,2024-09-19,92.0,85.0,0.0,74.0,davisdanielle@mayo-shannon.com
860,Pamela Hoffman,11.0,5.0,2024-09-19,0.0,56.0,59.0,50.0,robertunderwood@brown.com
861,Erica Edwards,11.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,
862,Kimberly Brown,6.0,8.0,2017-06-06,90.0,66.0,0.0,0.0,omiller@davis-randolph.com
863,Sydney Morales,11.0,7.0,2024-09-19,0.0,0.0,0.0,73.0,adrienne44@ali.com
864,Scott Soto,11.0,0.0,2024-09-19,0.0,0.0,64.0,76.0,
865,Jenny Lewis,11.0,0.0,2024-09-19,55.0,95.0,0.0,0.0,
